2025-08-17T11:16:02.014Z [INFO] [IntentRecognition] 意图识别服务初始化完成 
2025-08-17T11:27:12.131Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430030646","intentType":"normal_chat","confidence":0.95,"processingTime":"1485ms"}
2025-08-17T11:27:13.209Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430030646_intent","userInput":"今天心情不错"}
2025-08-17T11:27:15.551Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430030646_intent","intentType":"normal_chat","confidence":0.95,"processingTime":"2342ms"}
2025-08-17T11:27:17.062Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430030646_intent","userInput":"帮我添加一个任务"}
2025-08-17T11:27:17.936Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430030646_intent","intentType":"task_creation","confidence":0.95,"processingTime":"874ms"}
2025-08-17T11:27:21.136Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430030646_intent","userInput":"我今天有什么安排？"}
2025-08-17T11:27:22.404Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430030646_intent","intentType":"time_scheduling","confidence":0.95,"processingTime":"1268ms"}
2025-08-17T11:27:26.166Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430030646_intent","userInput":"北京天气怎么样？"}
2025-08-17T11:27:27.400Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430030646_intent","intentType":"external_tool","confidence":0.95,"processingTime":"1234ms"}
2025-08-17T11:27:29.403Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430030646_session","userInput":"你好"}
2025-08-17T11:27:30.672Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430030646_session","intentType":"normal_chat","confidence":0.95,"processingTime":"1269ms"}
2025-08-17T11:27:31.441Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430030646_session","userInput":"我想了解一下你的功能"}
2025-08-17T11:27:32.630Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430030646_session","intentType":"normal_chat","confidence":0.95,"processingTime":"1189ms"}
2025-08-17T11:27:34.408Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430030646_session","userInput":"谢谢你的介绍"}
2025-08-17T11:27:35.499Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430030646_session","intentType":"normal_chat","confidence":0.95,"processingTime":"1091ms"}
2025-08-17T11:27:38.144Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430030646_db","userInput":"这是数据库存储测试消息"}
2025-08-17T11:27:39.359Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430030646_db","intentType":"normal_chat","confidence":0.9,"processingTime":"1215ms"}
2025-08-17T11:27:42.002Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430030646_error","userInput":""}
2025-08-17T11:27:45.026Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430030646_error","intentType":"normal_chat","confidence":0.9,"processingTime":"3024ms"}
2025-08-17T11:27:45.952Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430030646_error","userInput":"aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa"}
2025-08-17T11:27:47.235Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430030646_error","intentType":"normal_chat","confidence":0.95,"processingTime":"1283ms"}
2025-08-17T11:27:48.724Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430030646_perf","userInput":"这是性能测试消息 1"}
2025-08-17T11:27:50.438Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430030646_perf","intentType":"normal_chat","confidence":0.9,"processingTime":"1714ms"}
2025-08-17T11:27:51.531Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430030646_perf","userInput":"这是性能测试消息 2"}
2025-08-17T11:27:52.941Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430030646_perf","intentType":"normal_chat","confidence":0.9,"processingTime":"1410ms"}
2025-08-17T11:27:54.021Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430030646_perf","userInput":"这是性能测试消息 3"}
2025-08-17T11:27:55.376Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430030646_perf","intentType":"normal_chat","confidence":0.9,"processingTime":"1355ms"}
2025-08-17T11:27:56.633Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430030646_perf","userInput":"这是性能测试消息 4"}
2025-08-17T11:27:58.005Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430030646_perf","intentType":"normal_chat","confidence":0.95,"processingTime":"1372ms"}
2025-08-17T11:27:58.958Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430030646_perf","userInput":"这是性能测试消息 5"}
2025-08-17T11:28:01.088Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430030646_perf","intentType":"normal_chat","confidence":0.8,"processingTime":"2130ms"}
2025-08-17T11:28:08.214Z [INFO] [IntentRecognition] 意图识别服务初始化完成 
2025-08-17T11:28:08.217Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430088216","userInput":"你好，我是测试用户"}
2025-08-17T11:28:09.816Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430088216","intentType":"normal_chat","confidence":0.95,"processingTime":"1599ms"}
2025-08-17T11:28:11.079Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430088216_intent","userInput":"今天心情不错"}
2025-08-17T11:28:12.521Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430088216_intent","intentType":"normal_chat","confidence":0.95,"processingTime":"1442ms"}
2025-08-17T11:28:13.418Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430088216_intent","userInput":"帮我添加一个任务"}
2025-08-17T11:28:14.622Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430088216_intent","intentType":"task_creation","confidence":0.95,"processingTime":"1204ms"}
2025-08-17T11:28:19.335Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430088216_intent","userInput":"我今天有什么安排？"}
2025-08-17T11:28:21.340Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430088216_intent","intentType":"time_scheduling","confidence":0.95,"processingTime":"2005ms"}
2025-08-17T11:28:25.025Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430088216_intent","userInput":"北京天气怎么样？"}
2025-08-17T11:28:26.372Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430088216_intent","intentType":"external_tool","confidence":0.95,"processingTime":"1347ms"}
2025-08-17T11:28:28.642Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430088216_session","userInput":"你好"}
2025-08-17T11:28:29.694Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430088216_session","intentType":"normal_chat","confidence":0.95,"processingTime":"1052ms"}
2025-08-17T11:28:30.520Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430088216_session","userInput":"我想了解一下你的功能"}
2025-08-17T11:28:32.010Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430088216_session","intentType":"normal_chat","confidence":0.95,"processingTime":"1490ms"}
2025-08-17T11:28:38.512Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430088216_session","userInput":"谢谢你的介绍"}
2025-08-17T11:28:42.303Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430088216_session","intentType":"normal_chat","confidence":0.95,"processingTime":"3791ms"}
2025-08-17T11:28:43.957Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430088216_db","userInput":"这是数据库存储测试消息"}
2025-08-17T11:28:45.142Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430088216_db","intentType":"normal_chat","confidence":0.9,"processingTime":"1185ms"}
2025-08-17T11:28:48.220Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430088216_error","userInput":""}
2025-08-17T11:28:50.865Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430088216_error","intentType":"normal_chat","confidence":0.9,"processingTime":"2645ms"}
2025-08-17T11:28:51.761Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430088216_error","userInput":"aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa"}
2025-08-17T11:28:53.660Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430088216_error","intentType":"normal_chat","confidence":0.95,"processingTime":"1899ms"}
2025-08-17T11:28:54.891Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430088216_perf","userInput":"这是性能测试消息 1"}
2025-08-17T11:28:56.562Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430088216_perf","intentType":"normal_chat","confidence":0.9,"processingTime":"1671ms"}
2025-08-17T11:28:57.738Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430088216_perf","userInput":"这是性能测试消息 2"}
2025-08-17T11:29:00.270Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430088216_perf","intentType":"normal_chat","confidence":0.9,"processingTime":"2532ms"}
2025-08-17T11:29:02.521Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430088216_perf","userInput":"这是性能测试消息 3"}
2025-08-17T11:29:04.085Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430088216_perf","intentType":"normal_chat","confidence":0.9,"processingTime":"1564ms"}
2025-08-17T11:29:05.726Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430088216_perf","userInput":"这是性能测试消息 4"}
2025-08-17T11:29:07.435Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430088216_perf","intentType":"normal_chat","confidence":0.9,"processingTime":"1709ms"}
2025-08-17T11:29:08.735Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430088216_perf","userInput":"这是性能测试消息 5"}
2025-08-17T11:29:10.594Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430088216_perf","intentType":"normal_chat","confidence":0.9,"processingTime":"1858ms"}
2025-08-17T11:29:26.961Z [INFO] [IntentRecognition] 意图识别服务初始化完成 
2025-08-17T11:29:26.963Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430166963","userInput":"你好，我是测试用户"}
2025-08-17T11:29:28.104Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430166963","intentType":"normal_chat","confidence":0.95,"processingTime":"1141ms"}
2025-08-17T11:29:29.550Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430166963_intent","userInput":"今天心情不错"}
2025-08-17T11:29:30.574Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430166963_intent","intentType":"normal_chat","confidence":0.95,"processingTime":"1024ms"}
2025-08-17T11:29:32.102Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430166963_intent","userInput":"帮我添加一个任务"}
2025-08-17T11:29:33.659Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430166963_intent","intentType":"task_creation","confidence":0.95,"processingTime":"1556ms"}
2025-08-17T11:29:36.612Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430166963_intent","userInput":"我今天有什么安排？"}
2025-08-17T11:29:37.710Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430166963_intent","intentType":"time_scheduling","confidence":0.95,"processingTime":"1098ms"}
2025-08-17T11:29:40.350Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430166963_intent","userInput":"北京天气怎么样？"}
2025-08-17T11:29:41.956Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430166963_intent","intentType":"external_tool","confidence":0.95,"processingTime":"1606ms"}
2025-08-17T11:29:43.884Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430166963_session","userInput":"你好"}
2025-08-17T11:29:45.168Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430166963_session","intentType":"normal_chat","confidence":0.95,"processingTime":"1285ms"}
2025-08-17T11:29:45.780Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430166963_session","userInput":"我想了解一下你的功能"}
2025-08-17T11:29:47.245Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430166963_session","intentType":"normal_chat","confidence":0.95,"processingTime":"1465ms"}
2025-08-17T11:29:50.114Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430166963_session","userInput":"谢谢你的介绍"}
2025-08-17T11:29:51.138Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430166963_session","intentType":"normal_chat","confidence":0.95,"processingTime":"1024ms"}
2025-08-17T11:29:52.803Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430166963_db","userInput":"这是数据库存储测试消息"}
2025-08-17T11:29:54.683Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430166963_db","intentType":"normal_chat","confidence":0.95,"processingTime":"1880ms"}
2025-08-17T11:29:57.801Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430166963_error","userInput":""}
2025-08-17T11:29:58.958Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430166963_error","intentType":"normal_chat","confidence":0.9,"processingTime":"1157ms"}
2025-08-17T11:30:00.620Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430166963_error","userInput":"aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa"}
2025-08-17T11:30:02.471Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430166963_error","intentType":"normal_chat","confidence":0.95,"processingTime":"1851ms"}
2025-08-17T11:30:03.803Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430166963_perf","userInput":"这是性能测试消息 1"}
2025-08-17T11:30:05.452Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430166963_perf","intentType":"normal_chat","confidence":0.9,"processingTime":"1649ms"}
2025-08-17T11:30:07.323Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430166963_perf","userInput":"这是性能测试消息 2"}
2025-08-17T11:30:08.805Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430166963_perf","intentType":"normal_chat","confidence":0.9,"processingTime":"1482ms"}
2025-08-17T11:30:10.363Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430166963_perf","userInput":"这是性能测试消息 3"}
2025-08-17T11:30:12.315Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430166963_perf","intentType":"normal_chat","confidence":0.9,"processingTime":"1952ms"}
2025-08-17T11:30:13.633Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430166963_perf","userInput":"这是性能测试消息 4"}
2025-08-17T11:30:15.053Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430166963_perf","intentType":"normal_chat","confidence":0.9,"processingTime":"1420ms"}
2025-08-17T11:30:16.405Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430166963_perf","userInput":"这是性能测试消息 5"}
2025-08-17T11:30:17.725Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430166963_perf","intentType":"normal_chat","confidence":0.9,"processingTime":"1319ms"}
2025-08-17T11:34:26.171Z [INFO] [IntentRecognition] 意图识别服务初始化完成 
2025-08-17T11:34:26.173Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_0","userInput":"你好"}
2025-08-17T11:34:27.805Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_0","intentType":"normal_chat","confidence":0.95,"processingTime":"1632ms"}
2025-08-17T11:34:28.008Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1","userInput":"今天天气真不错"}
2025-08-17T11:34:30.002Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1","intentType":"normal_chat","confidence":0.95,"processingTime":"1993ms"}
2025-08-17T11:34:30.204Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_2","userInput":"我感觉有点累"}
2025-08-17T11:34:31.196Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_2","intentType":"normal_chat","confidence":0.95,"processingTime":"992ms"}
2025-08-17T11:34:31.396Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_3","userInput":"你能陪我聊聊天吗"}
2025-08-17T11:34:32.516Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_3","intentType":"normal_chat","confidence":0.95,"processingTime":"1120ms"}
2025-08-17T11:34:32.719Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_4","userInput":"最近工作压力好大"}
2025-08-17T11:34:33.818Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_4","intentType":"normal_chat","confidence":0.95,"processingTime":"1099ms"}
2025-08-17T11:34:34.020Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_5","userInput":"谢谢你的帮助"}
2025-08-17T11:34:35.581Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_5","intentType":"normal_chat","confidence":0.95,"processingTime":"1561ms"}
2025-08-17T11:34:35.783Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_6","userInput":"我心情不太好"}
2025-08-17T11:34:37.020Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_6","intentType":"normal_chat","confidence":0.95,"processingTime":"1238ms"}
2025-08-17T11:34:37.223Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_7","userInput":"你觉得这个想法怎么样？"}
2025-08-17T11:34:40.064Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_7","intentType":"normal_chat","confidence":0.9,"processingTime":"2841ms"}
2025-08-17T11:34:40.265Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_0","userInput":"帮我添加一个任务"}
2025-08-17T11:34:41.405Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_0","intentType":"task_creation","confidence":0.95,"processingTime":"1141ms"}
2025-08-17T11:34:41.607Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1","userInput":"我要创建一个新的待办事项"}
2025-08-17T11:34:43.449Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1","intentType":"task_creation","confidence":0.95,"processingTime":"1842ms"}
2025-08-17T11:34:43.652Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_2","userInput":"提醒我明天下午开会"}
2025-08-17T11:34:44.720Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_2","intentType":"task_creation","confidence":0.95,"processingTime":"1068ms"}
2025-08-17T11:34:44.922Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_3","userInput":"新建任务：买菜"}
2025-08-17T11:34:46.817Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_3","intentType":"task_creation","confidence":0.95,"processingTime":"1895ms"}
2025-08-17T11:34:47.018Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_4","userInput":"我需要设置一个提醒"}
2025-08-17T11:34:48.431Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_4","intentType":"task_creation","confidence":0.95,"processingTime":"1413ms"}
2025-08-17T11:34:48.633Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_5","userInput":"添加待办：取快递"}
2025-08-17T11:34:50.492Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_5","intentType":"task_creation","confidence":0.95,"processingTime":"1858ms"}
2025-08-17T11:34:50.692Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_6","userInput":"创建任务：写报告"}
2025-08-17T11:34:52.070Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_6","intentType":"task_creation","confidence":0.95,"processingTime":"1378ms"}
2025-08-17T11:34:52.272Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_7","userInput":"帮我记录一下要做的事情"}
2025-08-17T11:34:53.300Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_7","intentType":"task_creation","confidence":0.95,"processingTime":"1028ms"}
2025-08-17T11:34:53.503Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_0","userInput":"我今天有什么安排？"}
2025-08-17T11:34:59.516Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_0","intentType":"time_scheduling","confidence":0.95,"processingTime":"6013ms"}
2025-08-17T11:34:59.718Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1","userInput":"明天几点有会议？"}
2025-08-17T11:35:00.731Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1","intentType":"time_scheduling","confidence":0.95,"processingTime":"1013ms"}
2025-08-17T11:35:00.933Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_2","userInput":"这周的日程怎么样？"}
2025-08-17T11:35:02.603Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_2","intentType":"time_scheduling","confidence":0.95,"processingTime":"1670ms"}
2025-08-17T11:35:02.804Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_3","userInput":"帮我看看下午的时间安排"}
2025-08-17T11:35:04.635Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_3","intentType":"time_scheduling","confidence":0.95,"processingTime":"1831ms"}
2025-08-17T11:35:04.837Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_4","userInput":"我什么时候有空？"}
2025-08-17T11:35:06.331Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_4","intentType":"time_scheduling","confidence":0.9,"processingTime":"1494ms"}
2025-08-17T11:35:06.532Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_5","userInput":"查看我的日程表"}
2025-08-17T11:35:08.099Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_5","intentType":"time_scheduling","confidence":0.95,"processingTime":"1567ms"}
2025-08-17T11:35:08.302Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_6","userInput":"今天还有什么任务要完成？"}
2025-08-17T11:35:10.214Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_6","intentType":"time_scheduling","confidence":0.85,"processingTime":"1913ms"}
2025-08-17T11:35:10.417Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_7","userInput":"下周一有什么计划？"}
2025-08-17T11:35:11.734Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_7","intentType":"time_scheduling","confidence":0.95,"processingTime":"1317ms"}
2025-08-17T11:35:11.936Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_0","userInput":"北京今天天气怎么样？"}
2025-08-17T11:35:13.746Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_0","intentType":"external_tool","confidence":0.95,"processingTime":"1810ms"}
2025-08-17T11:35:13.948Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1","userInput":"帮我查一下从家到公司的路线"}
2025-08-17T11:35:15.046Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1","intentType":"external_tool","confidence":0.95,"processingTime":"1098ms"}
2025-08-17T11:35:15.247Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_2","userInput":"最近的加油站在哪里？"}
2025-08-17T11:35:17.248Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_2","intentType":"external_tool","confidence":0.95,"processingTime":"2001ms"}
2025-08-17T11:35:17.450Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_3","userInput":"我要去天安门广场怎么走？"}
2025-08-17T11:35:18.879Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_3","intentType":"external_tool","confidence":0.95,"processingTime":"1429ms"}
2025-08-17T11:35:19.081Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_4","userInput":"查询一下明天的天气预报"}
2025-08-17T11:35:20.591Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_4","intentType":"external_tool","confidence":0.95,"processingTime":"1510ms"}
2025-08-17T11:35:20.794Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_5","userInput":"附近有什么好吃的餐厅？"}
2025-08-17T11:35:22.041Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_5","intentType":"external_tool","confidence":0.95,"processingTime":"1248ms"}
2025-08-17T11:35:22.243Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_6","userInput":"帮我导航到最近的医院"}
2025-08-17T11:35:23.553Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_6","intentType":"external_tool","confidence":0.95,"processingTime":"1310ms"}
2025-08-17T11:35:23.755Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_7","userInput":"实时路况怎么样？"}
2025-08-17T11:35:25.011Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_7","intentType":"external_tool","confidence":0.95,"processingTime":"1256ms"}
2025-08-17T11:35:25.214Z [INFO] [IntentRecognition] 开始批量意图识别 {"count":4}
2025-08-17T11:35:25.215Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"batch_0","userInput":"你好，今天天气不错"}
2025-08-17T11:35:26.426Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"batch_0","intentType":"normal_chat","confidence":0.9,"processingTime":"1211ms"}
2025-08-17T11:35:26.527Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"batch_1","userInput":"帮我添加一个任务"}
2025-08-17T11:35:27.607Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"batch_1","intentType":"task_creation","confidence":0.95,"processingTime":"1080ms"}
2025-08-17T11:35:27.714Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"batch_2","userInput":"我今天有什么安排？"}
2025-08-17T11:35:29.570Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"batch_2","intentType":"time_scheduling","confidence":0.95,"processingTime":"1856ms"}
2025-08-17T11:35:29.672Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"batch_3","userInput":"北京天气怎么样？"}
2025-08-17T11:35:31.313Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"batch_3","intentType":"external_tool","confidence":0.95,"processingTime":"1642ms"}
2025-08-17T11:35:31.314Z [INFO] [IntentRecognition] 批量意图识别完成 {"total":4,"successful":4}
2025-08-17T11:35:31.315Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"perf_test_0","userInput":"你好，今天天气不错"}
2025-08-17T11:35:33.195Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"perf_test_0","intentType":"normal_chat","confidence":0.9,"processingTime":"1880ms"}
2025-08-17T11:35:33.297Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"perf_test_1","userInput":"你好，今天天气不错"}
2025-08-17T11:35:35.172Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"perf_test_1","intentType":"normal_chat","confidence":0.9,"processingTime":"1875ms"}
